ENST00000456328	ENSG00000223972
ENST00000333999	ENSG00000187003
ENST00000561981	ENSG00000260230
ENST00000449258	ENSG00000232939
ENST00000451108	ENSG00000232896
ENST00000426204	ENSG00000227531
ENST00000450154	ENSG00000224644
ENST00000313525	ENSG00000059769
ENST00000374294	ENSG00000244115
ENST00000374293	ENSG00000242616
ENST00000440009	ENSG00000226609
ENST00000374228	ENSG00000119457
ENST00000605480	ENSG00000271631
ENST00000428429	ENSG00000237073
ENST00000437712	ENSG00000233817
ENST00000428292	ENSG00000227482
ENST00000431067	ENSG00000228278
ENST00000448674	ENSG00000235119
ENST00000423637	ENSG00000236461
ENST00000444701	ENSG00000234692
ENST00000433546	ENSG00000228714
ENST00000374014	ENSG00000204148
ENST00000416507	ENSG00000228707
ENST00000438048	ENSG00000226604
ENST00000451100	ENSG00000244757
ENST00000445861	ENSG00000256040
ENST00000418250	ENSG00000229105
ENST00000423715	ENSG00000230894
ENST00000436524	ENSG00000233516
ENST00000450938	ENSG00000233569
ENST00000421509	ENSG00000228512
ENST00000449730	ENSG00000231901
ENST00000450292	ENSG00000225050
ENST00000456032	ENSG00000235201
ENST00000565320	ENSG00000260970
ENST00000561476	ENSG00000261432
ENST00000454204	ENSG00000225960
ENST00000373930	ENSG00000106780
ENST00000373840	ENSG00000119396
ENST00000437135	ENSG00000239593
ENST00000414544	ENSG00000235865
ENST00000434375	ENSG00000229854
ENST00000567068	ENSG00000261534
ENST00000411790	ENSG00000237548
ENST00000373768	ENSG00000119421
ENST00000602325	ENSG00000269970
ENST00000439471	ENSG00000233616
ENST00000433572	ENSG00000229245
ENST00000412262	ENSG00000231465
ENST00000259357	ENSG00000136834
ENST00000335302	ENSG00000197233
ENST00000340750	ENSG00000239590
ENST00000304880	ENSG00000171505
ENST00000297913	ENSG00000165202
ENST00000304820	ENSG00000171481
ENST00000259466	ENSG00000136939
ENST00000373680	ENSG00000148215
ENST00000259467	ENSG00000136940
ENST00000277309	ENSG00000165204
ENST00000373659	ENSG00000186130
ENST00000373642	ENSG00000188394
ENST00000458025	ENSG00000237336
ENST00000423942	ENSG00000230826
ENST00000373615	ENSG00000106689
ENST00000453529	ENSG00000236668
ENST00000421041	ENSG00000231227
ENST00000429482	ENSG00000234921
ENST00000426157	ENSG00000235204
ENST00000437461	ENSG00000227200
ENST00000369027	ENSG00000231149
ENST00000429139	ENSG00000224020
ENST00000438380	ENSG00000236643
ENST00000324460	ENSG00000044574
ENST00000468244	ENSG00000239705
ENST00000437097	ENSG00000227068
ENST00000441473	ENSG00000232413
ENST00000419853	ENSG00000228392
ENST00000454034	ENSG00000233721
ENST00000425153	ENSG00000226078
ENST00000457964	ENSG00000238010
ENST00000453199	ENSG00000228487
ENST00000607259	ENSG00000271833
ENST00000624141	ENSG00000279571
ENST00000415141	ENSG00000227218
ENST00000414976	ENSG00000230848
ENST00000453870	ENSG00000230536
ENST00000418747	ENSG00000234771
ENST00000443493	ENSG00000232850
ENST00000609315	ENSG00000272696
ENST00000609303	ENSG00000272593
ENST00000608502	ENSG00000207955
ENST00000610052	ENSG00000273186
ENST00000420801	ENSG00000225951
ENST00000629902	ENSG00000280474
ENST00000630523	ENSG00000280758
ENST00000428643	ENSG00000234705
ENST00000443631	ENSG00000223478
ENST00000372642	ENSG00000167136
ENST00000372586	ENSG00000175283
ENST00000594418	ENSG00000267834
ENST00000434250	ENSG00000234055
ENST00000600965	ENSG00000268707
ENST00000372491	ENSG00000188483
ENST00000599172	ENSG00000268050
ENST00000427080	ENSG00000235007
ENST00000435157	ENSG00000241084
ENST00000455981	ENSG00000224307
ENST00000316786	ENSG00000179082
ENST00000599815	ENSG00000268615
ENST00000439014	ENSG00000226355
ENST00000565882	ENSG00000261334
ENST00000443993	ENSG00000227619
ENST00000455074	ENSG00000234789
ENST00000372469	ENSG00000167157
ENST00000440413	ENSG00000236024
ENST00000414926	ENSG00000230684
ENST00000605780	ENSG00000270755
ENST00000358748	ENSG00000196979
ENST00000253008	ENSG00000130711
ENST00000421067	ENSG00000236658
ENST00000502188	ENSG00000246851
ENST00000616163	ENSG00000176868
ENST00000415423	ENSG00000230289
ENST00000636672	ENSG00000283526
ENST00000444708	ENSG00000236687
ENST00000451318	ENSG00000224992
ENST00000372080	ENSG00000170835
ENST00000564021	ENSG00000261018
ENST00000393056	ENSG00000123454
ENST00000412181	ENSG00000235138
ENST00000358625	ENSG00000196363
ENST00000608264	ENSG00000273473
ENST00000417135	ENSG00000223729
ENST00000444936	ENSG00000223795
ENST00000435284	ENSG00000228877
ENST00000446184	ENSG00000227150
ENST00000371813	ENSG00000204011
ENST00000417054	ENSG00000236403
ENST00000452377	ENSG00000227958
ENST00000420883	ENSG00000233936
ENST00000623103	ENSG00000178243
ENST00000450850	ENSG00000235572
ENST00000415062	ENSG00000226706
ENST00000434697	ENSG00000224045
ENST00000423793	ENSG00000238058
ENST00000617896	ENSG00000275329
ENST00000358701	ENSG00000165661
ENST00000640235	ENSG00000283769
ENST00000298532	ENSG00000165684
ENST00000439501	ENSG00000227512
ENST00000411904	ENSG00000228401
ENST00000480584	ENSG00000204003
ENST00000471502	ENSG00000272679
ENST00000414656	ENSG00000228544
ENST00000436881	ENSG00000232434
ENST00000569497	ENSG00000260190
ENST00000371629	ENSG00000198454
ENST00000314412	ENSG00000180549
ENST00000439076	ENSG00000236394
ENST00000435463	ENSG00000229257
ENST00000409687	ENSG00000186193
ENST00000456356	ENSG00000231864
ENST00000596585	ENSG00000268996
ENST00000371542	ENSG00000184709
ENST00000343666	ENSG00000187713
ENST00000409414	ENSG00000197191
ENST00000445101	ENSG00000233198
ENST00000612170	ENSG00000275549
ENST00000357503	ENSG00000198113
ENST00000566954	ENSG00000260996
ENST00000356628	ENSG00000198435
ENST00000371443	ENSG00000182154
ENST00000428088	ENSG00000237419
ENST00000527297	ENSG00000255229
ENST00000342878	ENSG00000188076
ENST00000526963	ENSG00000254559
ENST00000382614	ENSG00000206013
ENST00000526612	ENSG00000254910
ENST00000534271	ENSG00000255089
ENST00000602809	ENSG00000270105
ENST00000602949	ENSG00000270030
ENST00000605240	ENSG00000270972
ENST00000525893	ENSG00000255237
ENST00000526431	ENSG00000254739
ENST00000270115	ENSG00000161328
ENST00000176195	ENSG00000070031
ENST00000527799	ENSG00000255158
ENST00000527021	ENSG00000269915
ENST00000533938	ENSG00000255142
ENST00000620120	ENSG00000274897
ENST00000322028	ENSG00000177700
ENST00000506172	ENSG00000250397
ENST00000421673	ENSG00000184956
ENST00000621226	ENSG00000215182
ENST00000532061	ENSG00000255177
ENST00000530897	ENSG00000255153
ENST00000382171	ENSG00000205869
ENST00000412090	ENSG00000205867
ENST00000399685	ENSG00000196224
ENST00000399676	ENSG00000185940
ENST00000415865	ENSG00000231487
ENST00000382166	ENSG00000205865
ENST00000436539	ENSG00000227306
ENST00000382160	ENSG00000205864
ENST00000449248	ENSG00000235027
ENST00000446489	ENSG00000229512
ENST00000449749	ENSG00000230834
ENST00000509204	ENSG00000249086
ENST00000640310	ENSG00000283787
ENST00000455671	ENSG00000229671
ENST00000419080	ENSG00000226416
ENST00000418612	ENSG00000232987
ENST00000331289	ENSG00000183734
ENST00000602923	ENSG00000236264
ENST00000433035	ENSG00000230483
ENST00000597346	ENSG00000269821
ENST00000440887	ENSG00000229414
ENST00000441418	ENSG00000237941
ENST00000314222	ENSG00000181649
ENST00000332881	ENSG00000183562
ENST00000455154	ENSG00000234791
ENST00000332314	ENSG00000182170
ENST00000418995	ENSG00000224513
ENST00000389832	ENSG00000184350
ENST00000526922	ENSG00000254592
ENST00000534291	ENSG00000254757
ENST00000526541	ENSG00000182048
ENST00000415809	ENSG00000228661
ENST00000430222	ENSG00000229368
ENST00000529323	ENSG00000255276
ENST00000525365	ENSG00000254480
ENST00000639584	ENSG00000284018
ENST00000640805	ENSG00000284306
ENST00000638166	ENSG00000283873
ENST00000640302	ENSG00000284546
ENST00000524542	ENSG00000284438
ENST00000254436	ENSG00000132109
ENST00000325719	ENSG00000181963
ENST00000641797	ENSG00000225101
ENST00000360213	ENSG00000197790
ENST00000307616	ENSG00000171987
ENST00000530443	ENSG00000232268
ENST00000641159	ENSG00000197674
ENST00000641454	ENSG00000272634
ENST00000380383	ENSG00000280021
ENST00000641606	ENSG00000197984
ENST00000322101	ENSG00000176922
ENST00000322059	ENSG00000176904
ENST00000641424	ENSG00000198217
ENST00000380371	ENSG00000205496
ENST00000380370	ENSG00000205495
ENST00000321522	ENSG00000176787
ENST00000428160	ENSG00000236897
ENST00000418080	ENSG00000224091
ENST00000454892	ENSG00000229988
ENST00000564523	ENSG00000260629
ENST00000380224	ENSG00000183251
ENST00000300773	ENSG00000242180
ENST00000380219	ENSG00000176239
ENST00000332043	ENSG00000184321
ENST00000300778	ENSG00000167360
ENST00000380211	ENSG00000167359
ENST00000322641	ENSG00000181609
ENST00000311659	ENSG00000175520
ENST00000380184	ENSG00000175518
ENST00000394793	ENSG00000239920
ENST00000345043	ENSG00000187747
ENST00000354852	ENSG00000258588
ENST00000317121	ENSG00000181023
ENST00000641377	ENSG00000181017
ENST00000317037	ENSG00000180988
ENST00000537935	ENSG00000183269
ENST00000610445	ENSG00000277932
ENST00000332249	ENSG00000183313
ENST00000316529	ENSG00000180919
ENST00000529961	ENSG00000254444
ENST00000530810	ENSG00000255307
ENST00000311352	ENSG00000175485
ENST00000600308	ENSG00000267940
ENST00000316375	ENSG00000180878
ENST00000632757	ENSG00000282556
ENST00000527191	ENSG00000254400
ENST00000527398	ENSG00000254641
ENST00000545572	ENSG00000255680
ENST00000299441	ENSG00000166341
ENST00000526456	ENSG00000255390
ENST00000526633	ENSG00000255410
ENST00000526769	ENSG00000254838
ENST00000637205	ENSG00000283415
ENST00000299454	ENSG00000166363
ENST00000379829	ENSG00000170782
ENST00000299459	ENSG00000166368
ENST00000317834	ENSG00000178358
ENST00000299481	ENSG00000158077
ENST00000306904	ENSG00000170748
ENST00000534653	ENSG00000255179
ENST00000318881	ENSG00000170743
ENST00000530963	ENSG00000254864
ENST00000612456	ENSG00000275612
ENST00000611809	ENSG00000276668
ENST00000527565	ENSG00000271758
ENST00000527443	ENSG00000254707
ENST00000641219	ENSG00000176716
ENST00000329434	ENSG00000183303
ENST00000623991	ENSG00000279000
ENST00000328600	ENSG00000182261
ENST00000534076	ENSG00000255420
ENST00000499752	ENSG00000246820
ENST00000534169	ENSG00000254900
ENST00000529883	ENSG00000254665
ENST00000531618	ENSG00000176009
ENST00000528520	ENSG00000255097
ENST00000531111	ENSG00000254397
ENST00000596206	ENSG00000268403
ENST00000533659	ENSG00000255476
ENST00000532735	ENSG00000254865
ENST00000526906	ENSG00000254554
ENST00000536684	ENSG00000255823
ENST00000532365	ENSG00000255125
ENST00000499765	ENSG00000246308
ENST00000525758	ENSG00000254401
ENST00000524855	ENSG00000255260
ENST00000528848	ENSG00000254598
ENST00000526867	ENSG00000255351
ENST00000527726	ENSG00000255462
ENST00000531559	ENSG00000254486
ENST00000476130	ENSG00000254991
ENST00000527997	ENSG00000255400
ENST00000527288	ENSG00000254680
ENST00000526616	ENSG00000254983
ENST00000526112	ENSG00000254847
ENST00000526953	ENSG00000254688
ENST00000528792	ENSG00000255067
ENST00000454086	ENSG00000203258
ENST00000533002	ENSG00000254670
ENST00000529419	ENSG00000189431
ENST00000531136	ENSG00000255558
ENST00000525233	ENSG00000254791
ENST00000531749	ENSG00000255411
ENST00000530492	ENSG00000254927
ENST00000525381	ENSG00000254930
ENST00000532065	ENSG00000254438
ENST00000534587	ENSG00000254418
ENST00000527770	ENSG00000254946
ENST00000532242	ENSG00000254695
ENST00000524613	ENSG00000254645
ENST00000530418	ENSG00000254661
ENST00000531763	ENSG00000254878
ENST00000530490	ENSG00000184669
ENST00000338965	ENSG00000188211
ENST00000568280	ENSG00000260196
ENST00000529781	ENSG00000255335
ENST00000250003	ENSG00000129152
ENST00000525523	ENSG00000255448
ENST00000534768	ENSG00000166787
ENST00000527671	ENSG00000255470
ENST00000314254	ENSG00000179817
ENST00000278222	ENSG00000148965
ENST00000524555	ENSG00000255071
ENST00000496975	ENSG00000256006
ENST00000539313	ENSG00000256588
ENST00000527285	ENSG00000254966
ENST00000528646	ENSG00000255244
ENST00000329773	ENSG00000183695
ENST00000527978	ENSG00000255308
ENST00000528204	ENSG00000255270
ENST00000532874	ENSG00000254622
ENST00000603468	ENSG00000270607
ENST00000534036	ENSG00000254542
ENST00000533767	ENSG00000254453
ENST00000526642	ENSG00000254894
ENST00000524983	ENSG00000109851
ENST00000528795	ENSG00000254906
ENST00000526362	ENSG00000255167
ENST00000530837	ENSG00000254820
ENST00000526935	ENSG00000255372
ENST00000534543	ENSG00000254540
ENST00000531858	ENSG00000255357
ENST00000327470	ENSG00000183161
ENST00000534068	ENSG00000255193
ENST00000525512	ENSG00000254861
ENST00000531157	ENSG00000254754
ENST00000531798	ENSG00000255243
ENST00000524858	ENSG00000254819
ENST00000318627	ENSG00000176971
ENST00000530663	ENSG00000255496
ENST00000525309	ENSG00000255094
ENST00000524707	ENSG00000254606
ENST00000505409	ENSG00000248990
ENST00000530960	ENSG00000254526
ENST00000527727	ENSG00000255227
ENST00000530389	ENSG00000255029
ENST00000530249	ENSG00000254734
ENST00000561816	ENSG00000261340
ENST00000527819	ENSG00000254532
ENST00000529078	ENSG00000255480
ENST00000528872	ENSG00000255525
ENST00000630360	ENSG00000281880
ENST00000525382	ENSG00000254836
ENST00000533832	ENSG00000254627
ENST00000533009	ENSG00000255252
ENST00000525689	ENSG00000227160
ENST00000525133	ENSG00000255375
ENST00000257836	ENSG00000135378
ENST00000631190	ENSG00000280798
ENST00000534431	ENSG00000255202
ENST00000379011	ENSG00000205177
ENST00000528779	ENSG00000255272
ENST00000534666	ENSG00000255169
ENST00000527270	ENSG00000254619
ENST00000525320	ENSG00000255133
ENST00000527984	ENSG00000255271
ENST00000527135	ENSG00000255427
ENST00000528869	ENSG00000255443
ENST00000510619	ENSG00000251194
ENST00000532760	ENSG00000255004
ENST00000534165	ENSG00000255542
ENST00000527684	ENSG00000254669
ENST00000525573	ENSG00000254686
ENST00000534594	ENSG00000255256
ENST00000529910	ENSG00000254566
ENST00000533203	ENSG00000255186
ENST00000531966	ENSG00000255060
ENST00000532562	ENSG00000254516
ENST00000526554	ENSG00000255477
ENST00000524493	ENSG00000255132
ENST00000526455	ENSG00000254822
ENST00000526220	ENSG00000254907
ENST00000530042	ENSG00000255340
ENST00000394183	ENSG00000254577
ENST00000533531	ENSG00000235661
ENST00000637427	ENSG00000283375
ENST00000501541	ENSG00000244953
ENST00000378832	ENSG00000205126
ENST00000531268	ENSG00000255165
ENST00000329255	ENSG00000052850
ENST00000528183	ENSG00000255451
ENST00000533814	ENSG00000254693
ENST00000532524	ENSG00000255092
ENST00000532748	ENSG00000255079
ENST00000530039	ENSG00000255032
ENST00000525114	ENSG00000254654
ENST00000527450	ENSG00000254664
ENST00000020926	ENSG00000019505
ENST00000528390	ENSG00000255267
ENST00000528445	ENSG00000255041
ENST00000534604	ENSG00000254651
ENST00000525926	ENSG00000254514
ENST00000525563	ENSG00000255091
ENST00000532068	ENSG00000255426
ENST00000378779	ENSG00000205106
ENST00000534128	ENSG00000255447
ENST00000533218	ENSG00000255498
ENST00000528480	ENSG00000254653
ENST00000530049	ENSG00000254639
ENST00000527239	ENSG00000255007
ENST00000433765	ENSG00000180720
ENST00000326737	ENSG00000180423
ENST00000532022	ENSG00000255520
ENST00000524412	ENSG00000270060
ENST00000540410	ENSG00000256897
ENST00000366360	ENSG00000270072
ENST00000450908	ENSG00000231880
ENST00000538490	ENSG00000196666
ENST00000302514	ENSG00000172247
ENST00000533964	ENSG00000254879
ENST00000309562	ENSG00000175619
ENST00000320048	ENSG00000176567
ENST00000319988	ENSG00000176555
ENST00000319813	ENSG00000176540
ENST00000446524	ENSG00000237388
ENST00000640698	ENSG00000205044
ENST00000617704	ENSG00000214891
ENST00000529081	ENSG00000255532
ENST00000555099	ENSG00000258817
ENST00000335238	ENSG00000221954
ENST00000636653	ENSG00000255042
ENST00000328188	ENSG00000185926
ENST00000319760	ENSG00000221840
ENST00000417545	ENSG00000150244
ENST00000526016	ENSG00000166007
ENST00000314721	ENSG00000181961
ENST00000641065	ENSG00000254576
ENST00000528000	ENSG00000254804
ENST00000641440	ENSG00000186886
ENST00000335605	ENSG00000186113
ENST00000333976	ENSG00000186119
ENST00000378397	ENSG00000205030
ENST00000378396	ENSG00000205029
ENST00000641564	ENSG00000186124
ENST00000344514	ENSG00000187612
ENST00000301532	ENSG00000167825
ENST00000278409	ENSG00000149133
ENST00000641168	ENSG00000225538
ENST00000302124	ENSG00000172154
ENST00000313472	ENSG00000181761
ENST00000313447	ENSG00000181752
ENST00000312298	ENSG00000174957
ENST00000623845	ENSG00000280314
ENST00000279783	ENSG00000150261
ENST00000302270	ENSG00000172199
ENST00000279791	ENSG00000150269
ENST00000641241	ENSG00000254752
ENST00000327216	ENSG00000181371
ENST00000528616	ENSG00000255223
ENST00000526812	ENSG00000254834
ENST00000544374	ENSG00000172464
ENST00000641232	ENSG00000232511
ENST00000326855	ENSG00000181273
ENST00000497933	ENSG00000183908
ENST00000534162	ENSG00000254662
ENST00000287143	ENSG00000156575
ENST00000534081	ENSG00000254979
ENST00000528885	ENSG00000255301
ENST00000641215	ENSG00000255303
ENST00000302622	ENSG00000279051
ENST00000526131	ENSG00000255146
ENST00000624470	ENSG00000280204
ENST00000316770	ENSG00000180475
ENST00000395079	ENSG00000172772
ENST00000357377	ENSG00000197786
ENST00000360374	ENSG00000198283
ENST00000316059	ENSG00000186660
ENST00000601906	ENSG00000269570
ENST00000361987	ENSG00000242689
ENST00000529451	ENSG00000254717
ENST00000531918	ENSG00000255523
ENST00000527482	ENSG00000255151
ENST00000361050	ENSG00000197629
ENST00000399003	ENSG00000214797
ENST00000300127	ENSG00000166884
ENST00000530162	ENSG00000254466
ENST00000313253	ENSG00000176200
ENST00000533552	ENSG00000255008
ENST00000307552	ENSG00000172289
ENST00000525337	ENSG00000254477
ENST00000534388	ENSG00000255393
ENST00000533106	ENSG00000254952
ENST00000300182	ENSG00000166926
ENST00000529108	ENSG00000214782
ENST00000308287	ENSG00000172689
ENST00000541495	ENSG00000255845
ENST00000539897	ENSG00000255959
ENST00000538705	ENSG00000256813
ENST00000332539	ENSG00000183134
ENST00000544421	ENSG00000257052
ENST00000543275	ENSG00000256944
ENST00000543907	ENSG00000256196
ENST00000536495	ENSG00000256733
ENST00000347785	ENSG00000110448
ENST00000537594	ENSG00000256220
ENST00000534856	ENSG00000255931
ENST00000378075	ENSG00000204950
ENST00000540906	ENSG00000256443
ENST00000506329	ENSG00000250230
ENST00000542121	ENSG00000255947
ENST00000257215	ENSG00000134780
ENST00000305885	ENSG00000168496
ENST00000524942	ENSG00000255553
ENST00000306238	ENSG00000168515
ENST00000244930	ENSG00000124939
ENST00000529875	ENSG00000254404
ENST00000244926	ENSG00000124935
ENST00000358585	ENSG00000197745
ENST00000400902	ENSG00000255118
ENST00000526045	ENSG00000255126
ENST00000528983	ENSG00000255446
ENST00000544108	ENSG00000250659
ENST00000538101	ENSG00000257058
ENST00000532626	ENSG00000254964
ENST00000330574	ENSG00000185085
ENST00000528405	ENSG00000255432
ENST00000317449	ENSG00000177363
ENST00000294117	ENSG00000162188
ENST00000394807	ENSG00000185670
ENST00000596071	ENSG00000267811
ENST00000601484	ENSG00000269176
ENST00000596971	ENSG00000269463
ENST00000636508	ENSG00000283268
ENST00000306960	ENSG00000168539
ENST00000543624	ENSG00000257002
ENST00000306494	ENSG00000196600
ENST00000279178	ENSG00000149742
ENST00000255695	ENSG00000133328
ENST00000542805	ENSG00000203520
ENST00000540307	ENSG00000256789
